Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[ancestry category]	Characteristics[age]	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[disease]	Characteristics[cell type]	Characteristics[cell line]	Characteristics[biological replicate]	Assay Name	Comment[fraction identifier]	Comment[technical replicate]	Comment[file uri]	Comment[instrument]	Comment[MS2 analyzer type]	Comment[label]	Comment[cleavage agent details]	Comment[cleavage agent details]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[modification parameters]	Comment[collision energy]	Comment[dissociation method]	Comment[precursor mass tolerance]	Comment[fragment mass tolerance]	Comment[data file]	factor value[time]	factor value[treatment]
Sample 112	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 260	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_48h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_48h_R2_IMAC_2.raw	48h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 113	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 261	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_48h_R2_IMAC_2_injection2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_48h_R2_IMAC_2_injection2.raw	R2	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 112	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 262	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_48h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_48h_R2_IMAC_3.raw	48h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 113	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 263	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_48h_R2_IMAC_3_injection2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_48h_R2_IMAC_3_injection2.raw	R2	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 114	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 264	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_6h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_6h_R2_IMAC_2.raw	6h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 114	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 265	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_PLX_6h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_PLX_6h_R2_IMAC_3.raw	6h	"3 ¦Ìm PLX4032 (BRAFi, BRAFi in PTPN11 KO)"
Sample 115	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 266	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_0h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_0h_R2_IMAC_1.raw	0h	no drugs (WiDr PTPN11 KO control)
Sample 115	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 267	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_0h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_0h_R2_IMAC_3.raw	0h	no drugs (WiDr PTPN11 KO control)
Sample 116	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 268	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R2_IMAC_1.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 116	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 269	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R2_IMAC_2.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 116	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 270	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_24h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_24h_R2_IMAC_3.raw	24h	no drugs (WiDr PTPN11 KO control)
Sample 117	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 271	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R2_IMAC_1.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 117	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 272	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R2_IMAC_2.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 117	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 273	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_2h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_2h_R2_IMAC_3.raw	2h	no drugs (WiDr PTPN11 KO control)
Sample 118	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 274	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R2_IMAC_1.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 118	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 275	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R2_IMAC_2.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 118	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 276	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_48h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_48h_R2_IMAC_3.raw	48h	no drugs (WiDr PTPN11 KO control)
Sample 119	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 277	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R2_IMAC_1.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 119	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 278	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R2_IMAC_2.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 119	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 279	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/KO_ctr_6h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	KO_ctr_6h_R2_IMAC_3.raw	6h	no drugs (WiDr PTPN11 KO control)
Sample 120	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 280	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R2_IMAC_1.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 120	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 281	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R2_IMAC_2.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 120	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 282	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_24h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_24h_R2_IMAC_3.raw	24h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 121	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 283	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_2h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_2h_R2_IMAC_2.raw	2h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 121	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 284	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_2h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_2h_R2_IMAC_3.raw	2h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 122	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 285	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_48h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_48h_R2_IMAC_1.raw	48h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 123	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 286	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_48h_R2_IMAC_1_injection2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_48h_R2_IMAC_1_injection2.raw	R2	3 ¦Ìm?PLX4032 (BRAFi)
Sample 122	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 287	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_48h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_48h_R2_IMAC_2.raw	48h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 122	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 288	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_48h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_48h_R2_IMAC_3.raw	48h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 124	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 289	1	1	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_6h_R2_IMAC_1.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_6h_R2_IMAC_1.raw	6h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 124	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 290	1	2	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_6h_R2_IMAC_2.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_6h_R2_IMAC_2.raw	6h	3 ¦Ìm?PLX4032 (BRAFi)
Sample 124	Homo sapiens	colon	not available	78Y	adult	female	colorectal cancer	epithelial	WiDr	2	run 291	1	3	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2018/07/PXD007740/PLX_6h_R2_IMAC_3.raw	NT=Q Exactive;AC=MS:1001911	not available	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Carbamidomethyl;TA=C;AC=UNIMOD:4;MT=Fixed	NT=Oxidation;TA=M;AC=UNIMOD:35;MT=Variable	NT=Acetyl;TA=Protein N-term;AC=UNIMOD:1;MT=Variable	"NT=phospho;TA=S,T,Y;AC=UNIMOD:21;MT=Variable"	25% NCE	HCD	4.5 ppm	20 ppm	PLX_6h_R2_IMAC_3.raw	6h	3 ¦Ìm?PLX4032 (BRAFi)
